ISSN,"Abbreviated Journal Title",Rank,Field,Status
1460-7425,JASSS (Guildford),B3,ENGENHARIAS IV,Atualizado
1414-817X,JBC. Jornal Brasileiro de Odontologia Clínica,B3,INTERDISCIPLINAR,Atualizado
1679-9771,JBP. Revista Íbero-Americana de Odontopediatria e Odontologia do Bebê,B3,INTERDISCIPLINAR,Atualizado
1845-6421,JCOMSS - Journal of Communications Software and Systems,B3,ENGENHARIAS IV,Atualizado
1466-8858,JCSE. The Journal of Corrosion Science and Engineering,B3,ENGENHARIAS II,Atualizado
0254-6051,Jinshu Rèchuli / Heat Treatment of Metals (Beijing),B3,ENGENHARIAS II,Atualizado
2177-8264,Jornal Brasileiro de Doenças Sexualmente Transmissíveis,B3,INTERDISCIPLINAR,Atualizado
2175-2095,Jornal Brasileiro de Economia da Saúde,B3,INTERDISCIPLINAR,Atualizado
1516-0386,Jornal Brasileiro de História da Medicina,B3,INTERDISCIPLINAR,Atualizado
1981-7819,Jornal Brasileiro de Laser,B3,ENGENHARIAS II,Atualizado
0047-2077,Jornal Brasileiro de Medicina,B3,INTERDISCIPLINAR,Atualizado
1676-2444,Jornal Brasileiro de Patologia e Medicina Laboratorial (Impresso),B3,ENGENHARIAS I,Atualizado
1414-655X,Jornal da Ciência,B3,INTERDISCIPLINAR,Atualizado
1678-4782,Jornal de Pediatria (Online),B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0103-5835,Jornal de Psicanalise,B3,INTERDISCIPLINAR,Atualizado
1523-908X,Journal Environmental Policy Planning,B3,INTERDISCIPLINAR,Atualizado
1433-8157,Journal for Geometry and Graphics,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1433-8157,Journal for Geometry and Graphics,B3,ENGENHARIAS I,Atualizado
2226-4108,Journal of Advanced Ceramics,B3,INTERDISCIPLINAR,Atualizado
1343-0130,Journal of Advanced Computational Intelligence,B3,ENGENHARIAS I,Atualizado
1343-0130,Journal of Advanced Computational Intelligence,B3,ENGENHARIAS IV,Atualizado
1343-0130,Journal of Advanced Computational Intelligence,B3,INTERDISCIPLINAR,Atualizado
0197-6729,Journal of Advanced Transportation,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0972-7981,Journal of Advances in Management Research,B3,ENGENHARIAS III,Atualizado
1984-9648,Journal of Aerospace Technology and Management (Impresso),B3,INTERDISCIPLINAR,Atualizado
2175-9146,Journal of Aerospace Technology and Management (Online),B3,INTERDISCIPLINAR,Atualizado
2175-9146,Journal of Aerospace Technology and Management (Online),B3,ENGENHARIAS I,Atualizado
2090-2204,Journal of Aging Research,B3,INTERDISCIPLINAR,Atualizado
1939-1250,Journal of Agricultural Science and Technology (USA. Print),B3,ENGENHARIAS II,Atualizado
0969-6997,Journal of Air Transport Management,B3,ENGENHARIAS IV,Atualizado
1791-6771,Journal of Air Transport Studies,B3,ENGENHARIAS I,Atualizado
0021-8693,Journal of Algebra (Print),B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1862-9016,Journal of Applied Geodesy,B3,ENGENHARIAS I,Atualizado
1570-8683,Journal of Applied Logic,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1570-8683,Journal of Applied Logic,B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1598-5865,Journal of Applied Mathematics and Computing. International Journal,B3,ENGENHARIAS IV,Atualizado
0021-8928,Journal of Applied Mathematics and Mechanics,B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1558-8432,Journal of Applied Meteorology and Climatology (Online),B3,ENGENHARIAS III,Atualizado
1678-7757,Journal of Applied Oral Science (Impresso),B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1347-2852,Journal of Asian Architecture and Building Engineering (Online),B3,ENGENHARIAS I,Atualizado
1347-2852,Journal of Asian Architecture and Building Engineering (Online),B3,INTERDISCIPLINAR,Atualizado
1546-962X,Journal of ASTM International (Online),B3,ENGENHARIAS II,Atualizado
1546-962X,Journal of ASTM International (Online),B3,ENGENHARIAS IV,Atualizado
0378-4266,Journal of Banking & Finance (Print),B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0219-7200,Journal of Bioinformatics and Computational Biology (Print),B3,ENGENHARIAS IV,Atualizado
0219-7200,Journal of Bioinformatics and Computational Biology (Print),B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1083-351X,Journal of Biological Chemistry (Online),B3,ENGENHARIAS II,Atualizado
0021-9282,Journal of Biological Sciences (Bombay),B3,INTERDISCIPLINAR,Atualizado
1937-6871,Journal of Biomedical Science and Engineering,B3,ENGENHARIAS III,Atualizado
2155-6180,Journal of Biometrics & Biostatistics,B3,ENGENHARIAS III,Atualizado
1054-3406,Journal of Biopharmaceutical Statistics (Print),B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
2155-6199,Journal of Bioremediation & Biodegredation,B3,ENGENHARIAS I,Atualizado
1360-8592,Journal of Bodywork and Movement Therapies,B3,ENGENHARIAS IV,Atualizado
1816-4919,Journal of Botany (Faisalabad),B3,ENGENHARIAS I,Atualizado
1742-8262,Journal of Building Appraisal (Print),B3,ENGENHARIAS I,Atualizado
1742-8262,Journal of Building Appraisal (Print),B3,ENGENHARIAS III,Atualizado
1179-5735,Journal of Central Nervous System Disease,B3,INTERDISCIPLINAR,Atualizado
2141-6605,Journal of Chemical Engineering and Materials Science,B3,ENGENHARIAS II,Atualizado
1934-7367,Journal of Civil Engineering and Architecture (Online),B3,ENGENHARIAS I,Atualizado
1934-7359,Journal of Civil Engineering and Architecture (Print),B3,ENGENHARIAS I,Atualizado
1934-7359,Journal of Civil Engineering and Architecture (Print),B3,ENGENHARIAS III,Atualizado
2141-2634,Journal of Civil Engineering and Construction Technology,B3,ENGENHARIAS I,Atualizado
2043-9113,Journal of Clinical Bioinformatics,B3,INTERDISCIPLINAR,Atualizado
0749-0208,Journal of Coastal Research,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0749-0208,Journal of Coastal Research,B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1945-9645,Journal of Coatings Technology and Research,B3,ENGENHARIAS III,Atualizado
1945-9645,Journal of Coatings Technology and Research,B3,ENGENHARIAS I,Atualizado
1935-3804,Journal of Coatings Technology and Research (Online),B3,ENGENHARIAS III,Atualizado
2156-3527,JOURNAL OF COMBINATORICS,B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1099-1298,Journal of Community & Applied Cocial Psychology (Online),B3,INTERDISCIPLINAR,Atualizado
1748-6831,Journal of Comparative Social Welfare (Print),B3,ENGENHARIAS I,Atualizado
1555-1415,Journal of Computational and Nonlinear Dynamics,B3,INTERDISCIPLINAR,Atualizado
1569-8025,Journal of Computational Electronics (Print),B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1983-8409,Journal of Computational Interdisciplinary Sciences,B3,ENGENHARIAS I,Atualizado
1983-8409,Journal of Computational Interdisciplinary Sciences,B3,INTERDISCIPLINAR,Atualizado
1983-8409,Journal of Computational Interdisciplinary Sciences,B3,ENGENHARIAS II,Atualizado
1472-7978,Journal of Computational Methods in Sciences and Engineering,B3,ENGENHARIAS IV,Atualizado
1796-203X,Journal of Computers,B3,ENGENHARIAS IV,Atualizado
1549-3636,Journal of Computer Sciences,B3,ENGENHARIAS IV,Atualizado
1549-3636,Journal of Computer Sciences,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1064-2307,Journal of Computer & Systems Sciences International,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1985-8329,Journal of Construction in Developing Countries (Online),B3,ENGENHARIAS I,Atualizado
,Journal of Construction on Developing Countries,B3,ENGENHARIAS I,Atualizado
0168-7034,Journal of Consumer Policy,B3,ENGENHARIAS I,Atualizado
1525-7886,Journal of Cosmetic Science,B3,INTERDISCIPLINAR,Atualizado
2161-4105,"Journal of Cosmetics, Dermatological Sciences and Applications",B3,INTERDISCIPLINAR,Atualizado
1784-9934,Journal of CyberTherapy and Rehabilitation,B3,ENGENHARIAS IV,Atualizado
1470-8558,Journal of Disability and Oral Health,B3,INTERDISCIPLINAR,Atualizado
1570-8667,Journal of Discrete Algorithms (Print),B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1644-2296,Journal of Elementology,B3,ENGENHARIAS II,Atualizado
1740-4460,Journal of Embedded Computing,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1823-4690,Journal of Engineering Science & Technology,B3,ENGENHARIAS II,Atualizado
1812-5670,Journal of Entomology (Print),B3,ENGENHARIAS I,Atualizado
2152-2197,Journal of Environmental Protection (Print),B3,INTERDISCIPLINAR,Atualizado
2152-2197,Journal of Environmental Protection (Print),B3,ENGENHARIAS I,Atualizado
1934-8932,Journal of Environmental Science and Engineering,B3,ENGENHARIAS III,Atualizado
1532-4109,"Journal of Environmental Science and Health. Part B: Pesticides, Food Contaminants, and Agricultural Wastes",B3,ENGENHARIAS IV,Atualizado
2277-0704,Journal of Environmental Science and Water Resources,B3,ENGENHARIAS I,Atualizado
1676-2649,Journal of Epilepsy and Clinical Neurophysiology (Impresso),B3,ENGENHARIAS IV,Atualizado
1496-4155,Journal of Esthetic and Restorative Dentistry,B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0278-0771,Journal of Ethnobiology,B3,ENGENHARIAS I,Atualizado
1097-9751,Journal of Exercise Physiology Online,B3,ENGENHARIAS IV,Atualizado
1362-3079,Journal of Experimental and Theoretical Artificial Intelligence (Online),B3,ENGENHARIAS I,Atualizado
1366-4387,Journal of Financial Management of Property and Construction,B3,ENGENHARIAS I,Atualizado
2219-6749,Journal of Forensic Odonto-Stomatology,B3,INTERDISCIPLINAR,Atualizado
2151-1969,Journal of Geographic Information System,B3,ENGENHARIAS I,Atualizado
2070-1845,Journal of Geography and Regional Planning,B3,INTERDISCIPLINAR,Atualizado
2070-1845,Journal of Geography and Regional Planning,B3,ENGENHARIAS I,Atualizado
0047-2468,Journal of Geometry,B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1742-2132,Journal of Geophysics and Engineering (Print),B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1446-3156,Journal of Global Positioning Systems (Print),B3,ENGENHARIAS I,Atualizado
0926-6801,Journal of High Speed Networks,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1096-3758,journal of hospitality and tourism education,B3,ENGENHARIAS I,Atualizado
0970-9274,Journal of Human Ecology (Delhi),B3,INTERDISCIPLINAR,Atualizado
1598-8643,Journal of human subjectivity,B3,INTERDISCIPLINAR,Atualizado
1465-1734,Journal of Hydroinformatics (Online),B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1573-1111,Journal of Inclusion Phenomena and Macrocyclic Chemistry (Online),B3,INTERDISCIPLINAR,Atualizado
1547-5816,Journal of Industrial and Management Optimization,B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1553-166X,Journal of Industrial and Management Optimization (Online),B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1025-5834,Journal of Inequalities and Applications,B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1178-7031,Journal of Inflammation Research,B3,ENGENHARIAS IV,Atualizado
2178-7107,Journal of Information and Data Management - JIDM,B3,INTERDISCIPLINAR,Atualizado
2178-7107,Journal of Information and Data Management - JIDM,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1554-1010,Journal of Information Assurance and Security,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0219-6492,Journal of Information & Knowledge Management,B3,ENGENHARIAS I,Atualizado
1874-4753,Journal of Information Technology in Construction,B3,ENGENHARIAS I,Atualizado
1092-0617,Journal of Integrated Design & Process Science,B3,ENGENHARIAS III,Atualizado
1092-0617,Journal of Integrated Design & Process Science,B3,ENGENHARIAS IV,Atualizado
1744-6295,Journal of Intellectual Disabilities (Print),B3,INTERDISCIPLINAR,Atualizado
1341-0903,Journal of International Development and Cooperation,B3,ENGENHARIAS I,Atualizado
1341-0903,Journal of International Development and Cooperation,B3,INTERDISCIPLINAR,Atualizado
1307-0428,Journal of International Environmental Application and Science,B3,ENGENHARIAS I,Atualizado
1555-6336,Journal of International Finance and Economics,B3,INTERDISCIPLINAR,Atualizado
1869-0238,Journal of Internet Services and Applications,B3,ENGENHARIAS IV,Atualizado
1867-4828,Journal of Internet Services and Applications,B3,ENGENHARIAS IV,Atualizado
0928-0219,Journal of Inverse and Ill-Posed Problems (Print),B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1747-423X,Journal of Land Use Science (Print),B3,INTERDISCIPLINAR,Atualizado
1941-899X,Journal of Management Research,B3,ENGENHARIAS III,Atualizado
1943-8095,Journal of Manufacturing Technology Research,B3,ENGENHARIAS I,Atualizado
2161-6213,Journal of Materials Science and Engineering A,B3,INTERDISCIPLINAR,Atualizado
2161-6221,Journal of Materials Science and Engineering (A&B),B3,ENGENHARIAS I,Atualizado
0976-1446,Journal of Materials Science and Engineering with Advanced Technology,B3,ENGENHARIAS II,Atualizado
1570-1166,Journal of Mathematical Modelling and Algorithms (Print),B3,ENGENHARIAS IV,Atualizado
1072-3374,"Journal of Mathematical Sciences (New York, N.Y.)",B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1340-5705,Journal of Mathematical Sciences (Tokyo. 1994),B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1558-5336,Journal of Mathematics and Culture,B3,INTERDISCIPLINAR,Atualizado
0334-8938,Journal of Mechanical Behaviour of Materials,B3,ENGENHARIAS II,Atualizado
1559-3959,Journal of Mechanics of Materials and Structures,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1609-0985,Journal of Medical and Biological Engineering,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0309-1902,Journal of Medical Engineering & Technology,B3,ENGENHARIAS I,Atualizado
1422-6375,Journal of Metastable and Nanocrystalline Materials,B3,ENGENHARIAS II,Atualizado
1422-6375,Journal of Metastable and Nanocrystalline Materials,B3,ENGENHARIAS III,Atualizado
1516-7399,Journal of Microwaves and Optoelectronics,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1516-7399,Journal of Microwaves and Optoelectronics,B3,ENGENHARIAS III,Atualizado
2179-1074,"Journal of Microwaves, Optoelectronics and Electromagnetic Applications",B3,ENGENHARIAS III,Atualizado
1548-6583,Journal of Modern Accounting and Auditing,B3,ENGENHARIAS I,Atualizado
1548-6583,Journal of Modern Accounting and Auditing,B3,ENGENHARIAS III,Atualizado
2177-0298,Journal of Morphological Sciences,B3,INTERDISCIPLINAR,Atualizado
1796-2048,Journal of Multimedia,B3,ENGENHARIAS IV,Atualizado
1542-3980,Journal of Multiple-Valued Logic and Soft Computing,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1095-7243,Journal of Multivariate Analysis (Online),B3,ENGENHARIAS I,Atualizado
1540-7012,Journal of Musculoskeletal Pain (Online),B3,ENGENHARIAS IV,Atualizado
1059-8650,Journal of Museum Education,B3,INTERDISCIPLINAR,Atualizado
1477-3155,Journal of Nanobiotechnology,B3,ENGENHARIAS IV,Atualizado
1477-3155,Journal of Nanobiotechnology,B3,ENGENHARIAS II,Atualizado
1064-7570,Journal of Network and Systems Management,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1796-2056,Journal of Networks,B3,ENGENHARIAS IV,Atualizado
0929-8215,Journal of New Music Research,B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1402-9251,Journal of Nonlinear Mathematical Physics (Print),B3,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1918-3712,Journal of Nonlinear Systems and Applications,B3,INTERDISCIPLINAR,Atualizado
1048-5252,Journal of Nonparametric Statistics (Print),B3,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0379-5489,Journal of Nuclear Agriculture an Biology,B3,ENGENHARIAS II,Atualizado
0091-4916,Journal of Nuclear Medicine Technology,B3,ENGENHARIAS II,Atualizado
1790-8140,Journal of Numerical Analysis. Industrial and Applied Mathematics,B3,ENGENHARIAS III,Atualizado
1790-8140,Journal of Numerical Analysis. Industrial and Applied Mathematics,B3,INTERDISCIPLINAR,Atualizado
1925-4040,Journal of Nursing Education and Practice (Print),B3,INTERDISCIPLINAR,Atualizado
2090-0724,Journal of Nutrition and Metabolism,B3,INTERDISCIPLINAR,Atualizado
2090-0716,Journal of Obesity (Online),B3,INTERDISCIPLINAR,Atualizado
1660-1769,Journal of Object Technology,B3,ENGENHARIAS IV,Atualizado
1511-7871,Journal of Oil Palm Research,B3,ENGENHARIAS II,Atualizado
0972-8821,Journal of Optics,B3,ENGENHARIAS IV,Atualizado
1447-0594,Journal of Oral Diagnosis,B3,INTERDISCIPLINAR,Atualizado
1473-7809,Journal of Oral Laser Applications,B3,ENGENHARIAS II,Atualizado
